Id,Original Sentence,Corrected Sentence
392,"Eğer gelecekte bu üniversiteden mezun olursa ve başarılı olursa, eteklerim zil çalıyor.",Eğer gelecekte bu üniversiteden mezun olursam ve başarılı olursam eteklerim zil çalacak.
403,"İnsanlar çalışmaya motive eden şeyler çok, mesela çalıştığın sürece senin ailenle düşünüp, Sen onlarla olmazsa, onlara ihtiyaclarını vermezsen, perişan haleye olurlar, hem de insanlığa hizmet vermeyi düşünsen, ne kadar güzel motive eden bir şey!","İnsanları çalışmaya motive eden şeyler çok, mesela çalıştığın sürece   aileni düşünebilirsin. Sen onlarla olmazsan,   ihtiyaçlarını karşılamazsan perişan hale gelirler. Ayrıca insanlığa hizmet verdiğini düşünürsen ne kadar güzel motive edici bir şey olur!"
415,Sadece insan zamanla ileriye değir.,Sadece insan zamanla ileriye gider.
488,Bazan yanlız hessedebilrsin ama derslerini çok rahatla çalışabilirsin.,Bazen kendini yalnız hissedebilirsin ama derslerine çok rahat çalışabilirsin.
394,"gecen ay, bir yemek yapıyordum.",Geçen ay bir yemek yapıyordum.
482,"Kıralık ev, evden daha pahalıdır.","Kiralık ev, yurttan daha pahalıdır."
424,Ben eminim açıkladıklarımdan memnun olursun.,Ben eminim anlattıklarım seni tatmin eder.
455,eğitim hayatını bitirdikten sonra kariyer hayatı başlyor.,Eğitim hayatı bittikten sonra iş hayatı başlıyor.
447,Eğitim ve öğretimi sayesinde ne güzel ve ne harika olacak.,Eğitimin sayesinde her şey ne güzel ve ne harika olur.
864,"Geleceğin Mimarları Üniversitesi'nde öğrencilerı yurt dışında öğrenime devam ediyormuş, bu demek bu üniversitende yüksek eğitim olacaksın.",Geleceğin Mimarları Üniversitesi öğrencileri yurt dışında öğrenime devam ediyormuş. Demek bu üniversitede yüksek eğitim alacaksın.
493,Benim için bunlar olumlu yönleri ama her şeyı harika değil.,Benim için bunlar yurtta kalmanın olumlu yönleri ama her şey mükemmel değil.
421,Araştırma sonuçlarına göre şimdi pek çok insanlar sosyal medya sayesinde yabancı dil öğrenmek için uye oluyorlar ve kısa bir zamanda istediği dili öğreniyor.,Araştırma sonuçlarına göre şimdi pek çok insan sosyal medya aracılığıyla yabancı dil öğrenmek için üye oluyorlar ve kısa bir zamanda istediği dili öğreniyorlar.
436,"Fakat, bunlara rağmen yurtta kalmak bazı dezavantajlar var: yemek almak için uzun bir sıra var, çamaşırlarımızı yıkamak için randevu almalıyız ve çamaşır teli eksik.","Fakat bunlara rağmen yurtta kalmanın bazı dezavantajları var: yemek almak için uzun bir sıra var, çamaşırlarımızı yıkamak için randevu almalıyız ve çamaşır teli eksik."
475,"Mesela, kursa gidebilirsin ya da üniversitenin melzemeleri alabilirsin.","Mesela, kursa gidebilirsin ya da okul malzemelerini alabilirsin."
427,Ayrıca kitap okuyan insan bildiği şeyler kitaplardan alır ve insanın davranışı bilmez.,Ondan farklı olarak kitap okuyan insan bildiği şeyleri kitaplardan alır ve insan davranışını bilmez.
453,Fakat bu meslekte az para kazanıyor.,Fakat bu meslekte az para kazanıyordur.
444,"kısa mesafelere araba kullanmamamız, ihtiyacımız kadar yemek yapmamız ve israf etmememız, öfkemizi konrol etmemiz ve herkese iyi davranmamız gerekiyor.","Kısa mesafelerde araba kullanmamamız, ihtiyacımız kadar yemek yapmamız ve israf etmememiz, öfkemizi konrol etmemiz ve herkese iyi davranmamız gerekiyor."
460,"Ama, sağlık geri gelir mi?",Ama sağlık geri gelir mi?
406,"Bence her insan para kazanmak amaçla çalışır, çünkü her kimse ücretsiz çalışmak istemez, gönüllü çalışan insanlar vardır, ama onlar kısa süreli çalışırlar ve deneyim kazanma amacıyla çalışırlar, sonuçta tecrübelerin fayda katkılayan bir şey kazanırlar.",Bence her insan para kazanmak amacıyla çalışır çünkü hiç kimse ücretsiz çalışmak istemez. Gönüllü çalışan insanlar vardır ama onlar kısa süreli çalışırlar ve deneyim kazanma amacıyla çalışırlar. Sonuçta tecrübe fayda sağlayan bir şey kazanırlar.
487,Tömer’deki öğrenciler de benim gibi Türkiye’ye yabancı ülkelerinden geldi.,Tömer’deki öğrenciler de benim gibi Türkiye’ye yabancı ülkelerden geldi.
461,Bol Su Için Aklınıza her geldiğinde su için.,Bol su için Aklınıza her geldiğinde su için.
401,Sonuçta Ahlak ve hoşgörülü biri olmak eşit bir şekilde önemlidir.,Sonuçta ahlaklı ve hoşgörülü   olmak eşit bir şekilde önemlidir.
439,"Fakat evde yaşamak daha rahatlarsın, sana ait bir oda olacak, istediğin gibi ders çalışırsın geç saatte bile, Ama evde hazır yemek yok, kendi yemeğin peşireceksin, bunun için masrafların çıkacak; yemek, sebze, ekmek vs. Kira ücreti yanında bu masraflar çıkacak, Ayrıca kendi evin temizlemek zorundasın.","Fakat evde yaşamak daha rahat olur. Sana ait bir oda olur, istediğin gibi ders çalışırsın, geç saatte bile. Ama evde hazır yemek yok, kendi yemeğini kendin pişireceksin, bunun için masrafların çıkacak: yemek, sebze, ekmek vs. Kira ücretinin yanında bu masraflar da çıkacak. Ayrıca kendi evini temizlemek zorundasın."
503,"Eğer doğal yemek azaltıyor, nereden vitaminleri alabiliriz?",Eğer doğal yiyecekler azalırsa vitaminleri nereden alabileceğiz?
421,Bazı insanlar sosyal medyada yeni kiz yada erkekle tanışıyor ve onunla evleniyor.,Bazı insanlar sosyal medyada yeni kız ya da erkekle tanışıyor ve onunla evleniyor.
426,Sanki dilin ülkesinde yaşarsınız ve toplumunu tanırsınız.,Sanki dilin konuşulduğu ülkede yaşıyorsunuz ve toplumunu tanıyorsunuz.
435,"Okuyan insan sadece kitaplardan bilgi alırsa bu bilgiler boşuna olabilir, çünkü hayat her gün devam ediyor, dünyamız her zaman değişiyor.","Okuyan insan sadece kitaplardan bilgi alırsa bu bilgiler boş olabilir, çünkü hayat her gün devam ediyor, dünyamız her zaman değişiyor."
396,"Mesela ben tanıdığım insanlar, kibirli insanları hiç sevmiyorlar ve gerçekten ben de hiç sevmiyorum kibirli insanları.","Mesela benim tanıdığım insanlar, kibirli insanları hiç sevmiyorlar ve gerçekten ben de hiç sevmiyorum kibirli insanları."
421,Sonuç olarak şunu söylemem lazım ki hayatımızdaki her dakika hepimiz için çok önemli bu nedenle her zaman dikkatlı kullanmalıyız.,"Sonuç olarak şunu söylemem lazım ki hayatımızdaki her dakika hepimiz için çok önemli, bu nedenle vaktimizi her zaman dikkatli kullanmalıyız."
866,Tatıl için ben ve eşim farklı ülkeler ziyaret edeceğiz.,Tatilde ben ve eşim farklı ülkeleri ziyaret edeceğiz.
503,Sağlıklı yemeği sağlıksızdan ayırmak zor oldu.,Sağlıklı yiyeceği sağlıksız olanından ayırmak zor oldu.
863,ʺYabancı dilin önemiʺ Yabancı bir dili öğrenmek her zaman insan için büyük bir şanstır.,Yabancı Dilin Önemi Yabancı bir dili öğrenmek her zaman insan için büyük bir şanstır.
432,"Eğer oda arkadaşlarınla alaşamazsın, hayat gerçekten zor olur.",Eğer oda arkadaşlarına alışamazsan hayat gerçekten zor olur.
467,Başlangıçtan beri hangi meslek yapacağım biliyordum çünkü hep sadece bunu sevdim ve sadece o iş yapmak istedım.,Başlangıçtan beri hangi mesleği yapacağımı biliyordum çünkü hep sadece bu mesleği sevdim ve sadece o işi yapmak istedim.
869,soruna anlamaya çalışalım.,sorusuna cevap vermeye çalışalım.
413,Malesef hayat böyle.,Maalesef hayat böyle.
425,"Son olarak, bana göre yabancı dil öğrenmek için insanlarla iletişim kurmak, diziler izlemek ve dil bilgisi dikkatlı olmaya çalışmak temel önlemleridir.","Son olarak, bana göre yabancı dil öğrenmek için insanlarla iletişim kurmak, diziler izlemek ve dil bilgisine dikkatli olarak çalışmak temel yöntemlerdir."
427,Farz edelim ki dışarıya giderse insanlarla konuşamaz çünkü tecrübeli değil.,  Yurt dışına giderse insanlarla konuşamaz çünkü tecrübeli değil.
464,"Çünkü, en önemli şey sen o bölümünü nasıl becerebileceksin, her çalışmaye zevkle ile yapmalısın.","Çünkü en önemli şey senin o bölümde nasıl okuyacağın, her işi zevkle   yapmalısın."
477,"– Kitap, bize bilgi veren, bizi yalnızlıktan kurtaran, bizi aydınlatan, bizimle her an arkadaşlık yapan baskıyan bir belgedir.","  Kitap, bize bilgi veren, bizi yalnızlıktan kurtaran, bizi aydınlatan, bizimle her an arkadaşlık yapan basılan bir belgedir."
498,Bunun dolay bir öğrenci olarak başka bir öğrenciden biraz bilgi istedim ve o bana kisa bir bilgi verdi.,Bundan dolayı bir öğrenci olarak başka bir öğrenciden biraz bilgi istedim ve o bana kısa bir bilgi verdi.
489,"Yurtta yaşamak için kalabalığa alışkan olmalısın çünkü lavabo, kantin ve odada senden başka öğrenci de olacak.","Yurtta yaşamak için kalabalığa alışkın olmalısın çünkü lavabo, kantin ve odada senden başka öğrenciler de olacak."
399,Çünkü insanlar bu dünya'da barış ile kalmak istedikler ama maalesef o dünya gibi hala herkesi beklemektedir.,Çünkü insanlar bu dünyada barış içinde yaşamak istemektedirler ama maalesef herkes buna benzer bir dünyada yaşamayı hala beklemektedir.
453,Bazıları çok paraya sahip olmak istiyor diğerleri mutlu ve rahat bir iş hayatı istiyor.,"Bazıları çok paraya sahip olmak istiyor, diğerleri mutlu ve rahat bir iş hayatı istiyor."
400,Daha çok okullar inşa edecekler.,Daha çok okul inşa edilecek.
869,Sonuç olarak ne kadar dil biliyorsak o kadar dunyayı anlayabiliriz.,Sonuç olarak ne kadar dil biliyorsak dünyayı o kadar iyi anlayabiliriz.
404,sonunda televizyon ve medyaya devletlerden ve yöneticilerden güzle ve adaba aykırı olmamakla birlikte daha iyi olacağını ümit ediyor ve bu işe el atmalarına rica ediyorum.,Son olarak televizyon ve medyanın adaba aykırı olmazsa daha iyi olacağını ümit ediyor ve hükûmetlerden ve yöneticilerden bu işe el atmalarını rica ediyorum.
454,Mektubunu aldığımda hemen üniversiteleri hakkında araştırmaya başladım.,Mektubunu aldığımda hemen üniversiteleri   araştırmaya başladım.
454,"Ancak, “Geleceğin Mimarları Üniversitesi”, ülmizde en iyi üniversitelerden birisidir.","Ancak, Geleceğin Mimarları Üniversitesi ülkemizdeki en iyi üniversitelerden birisidir."
458,"Fark etmez ne yapıyoruz, neredeyiz ve kim var yanımızda.","Ne yapıyoruz, neredeyiz ve yanımızda kim var fark etmez."
463,Sosyal miydi ınsan gereçek dünyadan uzaklaştırıyor.,Sosyal medya insanı gerçek dünyadan uzaklaştırıyor.
865,Daha zeki çünkü hayal kurabiliyorlar ve eğitimli çünkü daha iyi konuşabiliyorlar ve çok bilgileri vardır.,Daha zekiler çünkü hayal kurabiliyorlar ve eğitimliler çünkü daha iyi konuşabiliyorlar ve çok bilgileri vardır.
465,Son olarak bize bizden başka dost yoktur.,Son olarak bizim bizden başka dostumuz yoktur.
448,Diyorum ki her yer aynı farklı yok sadece çabalaman gerekiyor.,"Dediğim gibi her yer aynı, fark yok, sadece çabalaman gerekiyor."
419,Bundan dolayı daha çok para kazanabılacaktır.,Bundan dolayı daha çok para kazanabilecektir.
413,Eğer arkadaş olsun yada kan kardeş olsun da bile hayat kimseyi birakmiyor ve insanların karakterini olarak değiştiririyor.,Arkadaş olsun yada kan kardeş olsun     hayat kimseyi olduğu gibi bırakmıyor ve insanların karakterini   değiştiririyor.
473,Masraflarını karşılamaya ben de yardım edeceğim.,Masraflarını karşılamaya ben de yardım ederim.
455,"Kendini işinde geliştirmek içi türlü yolar arıyorsun, sevdiğin bir iş olduğu için yorgunluğun tadını nadiren tanıyorsun, yaşadığın iş temposu yüzünden çok az şikayet ediyorsun, eve döndüğünde ogün neler yaptığını gözden geçirince kendinle gürü duyuyorsun.","Kendini işinde geliştirmek için türlü yollar arıyorsun, sevdiğin bir iş olduğu için nadiren yorgunluk hissediyorsun, yaşadığın iş temposu yüzünden çok az şikayet ediyorsun, eve döndüğünde o gün neleri yaptığını gözden geçirince kendinle gurur duyuyorsun."
490,"Ilk yıl dil öğreneceksin ve göreceksin en güzel yıl senin için burada olacak, dil öğrenmek için zor değil aslında çok ilginç, çünkü burada farklı kültürler tanışacaksın ve hocalar çok iyidir.","İlk yıl dil öğreneceksin ve göreceksin ki senin için en güzel yıl burada geçirdiğin yıl olacak. Dil öğrenmek   zor değil, aslında çok ilginç, çünkü burada farklı kültürlerle tanışacaksın ve hocalar çok iyidir."
396,"Bu, o insanin en büyük hatası ve düşmanı diye düşünüyorum.","Bu, o insanın en büyük hatası ve düşmanı diye düşünüyorum."
390,Genelikle kibirli insanlara bu hayatta yanlız kalır çünkü bütün insanlar ondan nefret ederler ve ondan uzaklaşırlar.,Genellikle kibirli insanlar bu hayatta yanlız kalır çünkü bütün insanlar onlardan nefret ederler ve  uzaklaşırlar.
447,"Bence, eğer aileler evde ve öğretmenler okulda her çocuğa doğru yolu gösterebilseler, ileride o çocuk düzgün ve dörüst yolu seçecek ve toplumumuzu bu sorunlardan kurtaracaktır.","Bence, eğer aileler evde, öğretmenler ise okulda her çocuğa doğru yolu gösterebilirlerse ileride o çocuk düzgün ve dürüst bir yolu seçecek ve toplumumuzu bu sorunlardan kurtaracaktır."
486,Bana kalırsa her zaman evde yaşamayı seçeceğim.,Bana kalırsa her zaman evde yaşamayı tercih ederim.
473,Eğitim ücreti hakkında düşunme.,Eğitim ücreti hakkında düşünme.
459,Hemde bilgisayar ve benzeyen şeylerin yanında fazla oturmak birçok hastalıkların nedeni olur.,Ayrıca bilgisayar ve benzer şeylerin yanında fazla oturmak birçok hastalığın nedeni olur.
405,Kim bilir belki de katılacağı işi öncekinden daha iyi olduğunu düşünür.,Kim bilir belki de gireceği işin öncekinden daha iyi olduğunu düşünüyor olabilir.
396,Bazen insanlar başarılı olduğu zaman çok kibirli oluyorlar ve bencil insana değişiyorlar.,Bazen insanlar başarılı olduğu zaman çok kibirli oluyorlar ve bencil insana dönüşüyorlar.
462,Zamane insanlar internete çok bağlıdır.,Günümüz insanları internete çok bağlıdır.
425,Ankardaki insanlar bazen “k” harf yerine “g” harf kulanıyorlar.,Ankara'daki insanlar bazen “k” harfi yerine “g” harfini kullanıyorlar.
390,Bir insan hedeflerine ulaşabilmek için çok salışmalı ve sonucu sabırla beklemeli derler ki Sabeden derviş muradına ermiş.,"Bir insan hedeflerine ulaşabilmek için çok çalışmalı ve sonucu sabırla beklemeli. Derler ki Sabreden derviş muradına ermiş."""
866,Lısans okumak boyunca param toplayacağım ve bittikten sonra toplayan param ve bankadan borç alacağım.,Yüksek lisans yaparken para toplayacağım ve okul bittikten sonra topladığım para ile bankadan borç alacağım.
491,O kadar önemli olduğundan öyle yapıyorlar.,bu kadar önemli olduğundan öyle yapıyorlar.
428,İkisinin de olumlu ve olumsuz yönler vardır.,İkisinin de olumlu ve olumsuz yönleri vardır.
487,Böylece hayat güzeleşti.,Böylece hayat güzelleşti.
405,"motivasyonun ilk kaynağı ebeveynler tarafından gelir belki oğulları kendi yaşadıklarını yaşamasın diye hep oğlunun ufkunun geliştirmeye, sürekli tavsiyelerde bulunmaaya çalışırlar.","Motivasyonun ilk kaynağı ebeveynlerden gelir. Çocukları kendi yaşadıklarını yaşamasın diye hep çocuğunun ufkunu geliştirmeye, sürekli tavsiyelerde bulunmaya çalışırlar."
495,Mesela yemekler daha çeşıtlı olacak ve ders çalışmak da daha fazla kolay olacak.,Mesela yemekler daha çeşitli olacak ve ders çalışmak da daha   kolay olacak.
503,Doğal yemeği seçerken yaşamımızı uzaltıyoruz ve sağlıklı oluyoruz.,Doğal yiyecekleri seçerek yaşamımızı uzatıyoruz ve sağlıklı oluyoruz.
448,Yani genellikle yurt dişındaki yabancılar kolayca ünlü olabilirler çünkü onlar yabancı diğerlerden farklıdır.,Yani genellikle yurt dışındaki yabancılar kolayca ünlü olabilirler çünkü onlar yabancı ve diğerlerinden farklıdır.
396,"KIBIRLILIK INSANIN DÜŞMANIDIR Kibir, gelecekteki başarıların en büyük düşmanıdır.","KİBİR İNSANIN DÜŞMANIDIR Kibir, gelecekteki başarıların en büyük düşmanıdır."
461,"Restoran müdürü SAĞLIKLI YAŞAM Saglıklı yaşam, kişinin temizliğin, yedeği yemeğe dikkat etmesi, spor yanıması ile birlikte hastalanmadan yaşamasıdır.","  SAĞLIKLI YAŞAM Sağlıklı yaşam, kişinin temizliği, yediği yemeğe dikkat etmesi, spor yapması ile birlikte hastalanmadan yaşamasıdır."
